Data,TempMaxima,Insolacao,Evaporacao Piche,Umidade Relativa Media,Precipitacao,TempMinima
13/04/2015,32.6,3.54444,4.63943,78,0,16.4
14/04/2015,30.4,3.54444,4.63943,86.5,0,16.2
15/04/2015,29.6,3.54444,4.63943,88.25,0,19
16/04/2015,32.6,3.54444,4.63943,83,0,16.4
17/04/2015,32.6,3.54444,4.63943,82.25,0,19.2
18/04/2015,32.6,3.54444,4.63943,87,0,19
19/04/2015,32.4,3.54444,4.63943,90.5,0,18.6
20/04/2015,34,3.54444,4.63943,83,0,18
21/04/2015,33.8,3.54444,4.63943,88.5,0,19.6
22/04/2015,32.2,3.54444,4.63943,88.75,1,20
23/04/2015,32.8,3.54444,4.63943,87.5,5.5,20
24/04/2015,31.6,3.54444,4.63943,89,0,20.2
25/04/2015,31,3.54444,4.63943,88,4,19.8
26/04/2015,29,3.54444,4.63943,82.5,0,19.2
27/04/2015,31,3.54444,4.63943,84.75,0,21.2
28/04/2015,32.4,3.54444,4.63943,80,6.7,18.8
29/04/2015,30.8,3.54444,4.63943,84.75,0,12.4
30/04/2015,30,3.54444,4.63943,83.5,0,12.8
01/05/2015,30,3.54444,1,83.25,0,16
02/05/2015,31.6,3.54444,1,77.5,0,14.8
03/05/2015,31.2,3.54444,2,75.25,0,13.2
04/05/2015,26.8,3.54444,4.4,92.25,0,12.2
05/05/2015,29.4,3.54444,0.6,90,0,14
06/05/2015,28.4,3.54444,0.5,89.5,0,17
07/05/2015,28.6,3.54444,1.5,83.75,23,18.8
08/05/2015,27.8,3.54444,2,88.25,7,20.4
09/05/2015,30.4,3.54444,1.5,81,0,16.8
10/05/2015,29.4,3.54444,0.7,89.5,0,15.6
11/05/2015,24.4,3.54444,2.5,89,0,11.2
12/05/2015,25.4,3.54444,0.9,85,0,11.8
13/05/2015,25.6,3.54444,2.6,86,0,14.4
14/05/2015,28.6,3.54444,2.2,80.75,28.3,14.4
15/05/2015,25.2,3.54444,3.8,88,0,12
16/05/2015,28,3.54444,2.2,86,0,11.6
17/05/2015,29,3.54444,2.8,81.75,0,12.3
18/05/2015,29.2,3.54444,5,86.75,0,15.6
19/05/2015,28.4,3.54444,2,92.25,0,15.6
20/05/2015,26.6,3.54444,3,89,0,14
21/05/2015,27.4,3.54444,2,84.75,0,19.4
22/05/2015,30,3.54444,2.8,85.5,0,14.4
23/05/2015,27.4,3.54444,1.2,84,4,16.4
24/05/2015,31,3.54444,5,79.5,0,16.6
25/05/2015,32,3.54444,5,77,0,16.8
26/05/2015,32,3.54444,5,77,0,17.2
27/05/2015,31.6,3.54444,7,80.25,0,16.6
28/05/2015,25.2,3.54444,3,97.25,0,18.2
29/05/2015,24.2,3.54444,1,89,0,18.2
30/05/2015,28.4,3.54444,1,83.5,0,17.4
31/05/2015,28.6,3.54444,4,88.5,0,15.6
01/06/2015,26.2,3.54444,3,93.25,12.8,14
02/06/2015,20.8,3.54444,3,98.5,0,12.6
03/06/2015,27.4,3.54444,2,85.5,0,18.6
04/06/2015,29,3.54444,1.2,79.25,6.5,15.8
05/06/2015,29,3.54444,3.2,76.5,0,15.2
06/06/2015,29.4,3.54444,8.5,79,4.4,12.7
07/06/2015,30.6,3.54444,0.5,77,0,14.8
08/06/2015,30.6,3.54444,2,73.5,0,14.8
09/06/2015,30.8,3.54444,4.4,79.25,0,16
10/06/2015,30.8,3.54444,6.1,77.5,0,16.6
11/06/2015,31.4,3.54444,2.5,72.25,0,16.2
12/06/2015,31.2,3.54444,7,77.75,0,16
13/06/2015,31.4,3.54444,5,63.75,0,16.8
14/06/2015,31.8,3.54444,4,76.25,0,16
15/06/2015,26.3,3.54444,7,89.75,0,15.2
16/06/2015,27.6,3.54444,2.7,83.25,0,16.5
17/06/2015,32,3.54444,2.3,76.75,0,18.6
18/06/2015,32.6,3.54444,5,70.6886,0,14.8
19/06/2015,24.2,3.54444,5,70.6886,0,12.2
20/06/2015,23.2,3.54444,6,70.6886,0,14.6
21/06/2015,28.4,3.54444,2,70.6886,0,17.4
22/06/2015,28.6,3.54444,2,78,0,15.2
23/06/2015,27.6,3.54444,5,81.25,0,13.8
24/06/2015,28,3.54444,4,79.75,0,14.2
25/06/2015,27.8,3.54444,3,81.5,0,14.8
26/06/2015,27.8,3.54444,3.2,83.5,0,15.8
27/06/2015,26.6,3.54444,1,78,0,11.6
28/06/2015,27.2,3.54444,2,74.25,0,14.6
29/06/2015,28.4,3.54444,3,71.5,0,14.2
30/06/2015,29,3.54444,3,66,0,12.2
01/07/2015,24.8,3.54444,3,91.25,0,12.4
02/07/2015,24.8,3.54444,2,91.5,0,13.8
03/07/2015,31,3.54444,1.2,71.25,0,14.2
04/07/2015,26.4,3.54444,4.8,97.5,13.6,14.6
05/07/2015,22.8,3.54444,1,95.5,1.4,13.8
06/07/2015,25.4,3.54444,1,92.25,0,15.8
07/07/2015,22.4,3.54444,1,94.5,0,14
08/07/2015,21.4,3.54444,1.2,95.75,4.8,11.6
09/07/2015,25.4,3.54444,0.8,87.5,0,10.8
10/07/2015,30.2,3.54444,2,77.5,0,14.4
11/07/2015,28.4,3.54444,8,83,30.5,13.2
12/07/2015,31.6,3.54444,5,87,1.2,12.6
13/07/2015,32.2,3.54444,4.2,69.25,0,13.8
14/07/2015,31.4,3.54444,5.8,67.5,0,15.8
15/07/2015,30.8,3.54444,5,81,0,16.4
16/07/2015,29.4,3.54444,6.8,80.75,0,17.6
17/07/2015,29.6,3.54444,1.2,74.5,0,17.8
18/07/2015,29.4,3.54444,8.2,73,0,18.6
19/07/2015,29.8,3.54444,0.8,71.5,0,18
20/07/2015,31,3.54444,1,70.75,0,16.8
21/07/2015,28.8,3.54444,3,83.25,0,15.6
22/07/2015,25.8,3.54444,2,94.5,0,15.2
23/07/2015,30.6,3.54444,5.2,81.75,0,15.2
24/07/2015,30.8,3.54444,3.8,71,0,15.2
25/07/2015,28.4,3.54444,6,84.75,0,11.2
26/07/2015,30.4,3.54444,1.8,84.25,0,11.6
27/07/2015,29.8,7.7,1.2,78.5,0,15.6
28/07/2015,31.6,3.54444,4,73,0,15.2
29/07/2015,32.4,3.54444,5,69,0,14.8
30/07/2015,32,3.54444,2,68.25,0,13.6
31/07/2015,31.2,3.54444,4,67.5,0,15.2
01/08/2015,31.4,3.54444,2,62.5,0,16.2
02/08/2015,31.8,3.54444,7.5,71.25,0,13.8
03/08/2015,33,3.54444,1.7,67,0,14.4
04/08/2015,32.4,3.54444,3,66.5,0,16.2
05/08/2015,32.6,3.54444,7,70,0,16.4
06/08/2015,32.8,3.54444,3,64,0,16.4
07/08/2015,34.4,3.54444,2,66.25,0,14.8
08/08/2015,34.2,3.54444,15,63,0,15.6
09/08/2015,32.8,3.54444,4,62.75,0,15.2
10/08/2015,32.6,3.54444,6,64.5,0,16.4
11/08/2015,31.6,3.54444,4,74.5,0,17.4
12/08/2015,31.2,3.54444,6,71,0,19
13/08/2015,31.2,3.54444,4,78.5,0,16.2
14/08/2015,30.6,3.54444,6,56.75,0,17
15/08/2015,32.2,3.54444,3,54.25,0,15.2
16/08/2015,33.2,3.54444,4,44,0,14.8
17/08/2015,32.8,3.54444,9.2,43,0,15.2
18/08/2015,32.6,3.54444,2.8,46.25,0,15.2
19/08/2015,30.2,3.54444,3,57.25,0,16.8
20/08/2015,30.2,3.54444,9,51.75,0,17.8
21/08/2015,31,3.54444,4,63.25,0,17.8
22/08/2015,33.6,3.54444,13,48,0,15.4
23/08/2015,36,3.54444,3.5,51.25,0,12.6
24/08/2015,36.2,3.54444,7.5,54.75,0,10.8
25/08/2015,32.4,3.54444,6,66.75,0,15.4
26/08/2015,36.4,3.54444,8,41.5,0,15.6
27/08/2015,29.2,3.54444,3,84.75,0,17.8
28/08/2015,28.8,3.54444,4,57.75,0,15.2
29/08/2015,33.6,3.54444,3,65,0,16.6
30/08/2015,36,3.54444,1,44,2.2,12.2
31/08/2015,36.4,3.54444,1,44.75,3.9,12.2
01/09/2015,36.6,3.54444,9.8,54,0,10.8
02/09/2015,35.4,3.54444,7.2,52.75,0,15.4
03/09/2015,37.2,3.54444,5,43.75,0,19.2
04/09/2015,38.6,3.54444,10,48,0,18.2
05/09/2015,32,3.54444,10,61,0,13.8
06/09/2015,35.4,3.54444,2,60.5,0,13.8
07/09/2015,33.4,3.54444,3.8,71.25,0,17.6
08/09/2015,34,3.54444,9.8,80.5,0,14.4
09/09/2015,25.6,3.54444,4.2,87.25,0,15.4
10/09/2015,22.6,3.54444,15,88,3,17
11/09/2015,22.8,3.54444,1.2,97.5,13.2,15.6
12/09/2015,23.2,3.54444,0.6,87.5,16.6,15.2
13/09/2015,25.6,3.54444,0.2,74,9,17
14/09/2015,30,3.54444,3,69,20.6,14.6
15/09/2015,35.6,3.54444,3.2,57.75,25.3,15.4
16/09/2015,36.2,3.54444,5.6,47.25,3.8,13.8
17/09/2015,36.6,3.54444,0.4,53.5,0,11.8
18/09/2015,37.6,3.54444,1.6,48,0,13.8
19/09/2015,38.2,3.54444,10.5,45,0,20.8
20/09/2015,37.8,3.54444,2.5,41.5,0,21.6
21/09/2015,38,3.54444,2,45,0,21.6
22/09/2015,38.6,3.54444,2,37.75,0,22
23/09/2015,38.4,3.54444,12,37.25,0,20.8
24/09/2015,38.2,3.54444,10,45.75,0,19.4
25/09/2015,39.4,3.54444,6,31.5,0,18.6
26/09/2015,30,3.54444,9,78.5,0,19
27/09/2015,34,3.54444,5,75.75,0,21.8
28/09/2015,28.4,3.54444,4.8,82.5,0,23
29/09/2015,29.6,3.54444,1.2,69,23.4,17.8
30/09/2015,31,3.54444,3,65.75,0,17.8
01/10/2015,35.6,3.54444,2,58.25,5.4,17.6
02/10/2015,37.6,3.54444,9,49.5,0.6,18.4
03/10/2015,32.8,3.54444,9.6,81.25,0,18
04/10/2015,29.6,3.54444,4.6,72.5,0,18
05/10/2015,33.6,3.54444,1.4,61.25,0,18.8
06/10/2015,36.4,3.54444,5,50.75,0,18.6
07/10/2015,38,3.54444,7,47.5,0,17.4
08/10/2015,37.4,3.54444,10,49.75,0,16.4
09/10/2015,37.8,3.54444,3.8,69.75,0,14.6
10/10/2015,33.6,3.54444,1.2,70.6886,0,21.2
11/10/2015,33.4,3.54444,3,83.25,0,21.6
12/10/2015,30.2,3.54444,1.5,79.75,0,19
13/10/2015,34.2,3.54444,3.7,61.5,42,17.2
14/10/2015,38,3.54444,3.8,49,0,18.2
15/10/2015,39.4,3.54444,13,41.75,0,17
16/10/2015,38.6,3.54444,2,56,0,16
17/10/2015,40,3.54444,15,47,0,19
18/10/2015,37.4,3.54444,2.6,55.5,0,22
19/10/2015,38.2,3.54444,5.8,42,0,22.2
20/10/2015,39.4,0.9,2.6,43.75,0,20.6
21/10/2015,37.6,3.54444,2,56,0,16.4
22/10/2015,37.2,3.54444,6,66.25,0,16
23/10/2015,29.4,3.54444,4,72.25,0,24.8
24/10/2015,33.6,3.54444,3,68.5,0,20
25/10/2015,35.4,3.54444,3,70,0,18
26/10/2015,32.6,3.54444,5,75.75,9.8,18
27/10/2015,33.4,3.54444,3,72,0,17
28/10/2015,30.4,3.54444,3,80.25,0,16.6
29/10/2015,33,3.54444,1,72.25,40,17.6
30/10/2015,34.8,3.54444,5,59.25,7.2,18.2
31/10/2015,28.8,3.54444,4.5,91.75,26.6,18
01/11/2015,30.2,3.54444,1,87,0,17.8
02/11/2015,32.8,3.54444,1.4,81.25,0,17.8
03/11/2015,30,3.54444,2,78,18,19.2
04/11/2015,31.6,3.54444,2,71.25,42.2,19
05/11/2015,33.6,3.54444,2,70,4.5,19.6
06/11/2015,33.6,3.54444,2.2,74,11.6,19
07/11/2015,30.8,3.54444,6,83.25,19.2,18.6
08/11/2015,33.8,3.54444,2,66.25,0,18.4
09/11/2015,34.4,3.54444,2,71,0,19.4
10/11/2015,36.8,3.54444,4.2,55.75,0,17
11/11/2015,36.6,3.54444,1.8,60,0.6,17.8
12/11/2015,37,3.54444,4,56.75,1,19
13/11/2015,37.8,3.54444,10.8,59.75,0,19.4
14/11/2015,35.4,3.54444,14.8,66.5,0,21.4
15/11/2015,30,3.54444,3,85,0,19
16/11/2015,34.2,3.54444,3,66.5,0,21
17/11/2015,33.2,3.54444,5,79.5,42,19
18/11/2015,33.6,3.54444,3,71.75,10,17.6
19/11/2015,35,3.54444,1,64.5,0,18.8
20/11/2015,30.6,3.54444,3.2,84.5,1,19.4
21/11/2015,31,3.54444,1.8,79.5,0,18.2
22/11/2015,35.2,3.54444,3.2,83.25,1.6,19.8
23/11/2015,35.6,3.54444,2.8,69,37,17
24/11/2015,29.6,3.54444,4,90,1.5,17.8
25/11/2015,26.6,3.54444,1,88.5,0,19.4
26/11/2015,30.4,3.54444,1,77,2.4,20
27/11/2015,34.8,3.54444,3,67,24.8,18.6
28/11/2015,32.6,3.54444,5.5,78.5,35,16.4
29/11/2015,30.6,3.54444,4.5,90,25,15.8
30/11/2015,32.2,3.54444,5.5,86.25,0,19
01/12/2015,33.2,3.54444,5,78.5,0,19.4
02/12/2015,33.2,3.54444,4,65.25,8,18.6
03/12/2015,33.8,3.54444,5,80.25,9,19.2
04/12/2015,35,3.54444,3,64,1.8,19.4
05/12/2015,33,3.54444,8,82.75,0,19.8
06/12/2015,30,3.54444,4,82.25,0,19
07/12/2015,30.8,3.54444,1.8,86,0,18.6
08/12/2015,33.4,3.54444,3.2,74.75,17,18.8
09/12/2015,32,3.54444,3.5,80.75,1.2,18.8
10/12/2015,29.8,3.54444,2.5,80.25,0,20.2
11/12/2015,33.6,3.54444,2,71.75,46,19.4
12/12/2015,32.6,3.54444,4,80.25,1,20
13/12/2015,29.8,3.54444,3,74.5,0,18.4
14/12/2015,33.8,3.54444,5,63.25,0,18.2
15/12/2015,33.4,3.54444,4,88.75,0,19.2
16/12/2015,30.8,3.54444,3,80.5,4,18.4
17/12/2015,31,3.54444,2.2,67,0,20.2
18/12/2015,35.6,3.54444,3.8,60,0,18.2
19/12/2015,33.6,3.54444,9,74.25,7,17.2
20/12/2015,33.8,3.54444,5,80.75,0,19.2
21/12/2015,33.6,3.54444,3,69.75,0,20
22/12/2015,34.4,3.54444,3.5,74.5,0,20.2
23/12/2015,33,3.54444,3.5,79.5,0,18.6
24/12/2015,36.6,3.54444,15,70.75,6,18
25/12/2015,36.2,3.54444,2.5,73.5,10,19.8
26/12/2015,30.8,3.54444,3,79.5,0,22
27/12/2015,32.2,3.54444,2.5,74.5,0,21
28/12/2015,30.4,3.54444,2,76,0,19.2
29/12/2015,28.4,3.54444,2,70.6886,6,19
30/12/2015,26.4,3.54444,3,70.6886,0,20
31/12/2015,31.8,3.54444,15,70.6886,11,18.6
01/01/2016,31.8,3.54444,4,70.6886,8.2,19.4
02/01/2016,32.6,3.54444,16.5,70.6886,63,17.4
04/01/2016,30.6,3.54444,5.5,70.6886,19,18.6
05/01/2016,33,3.54444,1.5,70.6886,0,20.2
06/01/2016,30,3.54444,2,70.6886,17,20.2
07/01/2016,32.6,3.54444,3,70.6886,0,19.4
08/01/2016,31,3.54444,3,70.6886,1.5,19.6
09/01/2016,30.6,3.54444,2.5,70.6886,13,20
10/01/2016,30.6,3.54444,4.63943,70.6886,1,19.8
11/01/2016,31.8,3.54444,6.5,70.6886,1.5,21
12/01/2016,29,3.54444,2,70.6886,4.4,20.8
13/01/2016,29,3.54444,0.5,70.6886,14,20.8
14/01/2016,31.2,3.54444,1.5,70.6886,4.5,19.8
15/01/2016,27,3.54444,1.5,70.6886,57,19.8
16/01/2016,28,3.54444,1.5,70.6886,1,19
18/01/2016,32.4,3.54444,0,70.6886,79.2,18.8
19/01/2016,32.4,3.54444,5.5,73.5,57,18
20/01/2016,31.8,3.54444,2.5,70.6886,123,19
21/01/2016,33,3.54444,5,70.6886,1,16.1138
22/01/2016,33.8,3.54444,6,70.6886,0,20
23/01/2016,34.2,3.54444,4,70.6886,0,18.4
25/01/2016,33.6,3.54444,8,70.6886,0,17.4
26/01/2016,36.2,3.54444,9,70.6886,0,17.6
27/01/2016,31,3.54444,4,70.6886,0,16.4
28/01/2016,31.8,3.54444,5,70.6886,26.4,17.6
29/01/2016,30.6,3.54444,1,70.6886,0,16.1138
30/01/2016,32.4,3.54444,3,70.6886,2,18.8
01/02/2016,29.6,3.54444,3,70.6886,0,19.8
02/02/2016,36.4,3.54444,3,70.6886,11.4,19.8
03/02/2016,36.4,3.54444,3,70.6886,0,19.2
04/02/2016,33.4,3.54444,4,70.6886,3,19
05/02/2016,35.2,3.54444,5,70.6886,7.8,19
06/02/2016,33.2,3.54444,5,70.6886,0,18.8
08/02/2016,32.2,3.54444,2,70.6886,0,20
09/02/2016,33.4,3.54444,4,70.6886,0,16.4
10/02/2016,35.4,3.54444,5,70.6886,17.8,19
11/02/2016,36.4,3.54444,6,70.6886,0,20.2
12/02/2016,33,3.54444,5,70.6886,8.2,19
13/02/2016,34.8,3.54444,3,70.6886,0,18.2
15/02/2016,36,3.54444,4.63943,70.6886,0,19.8
16/02/2016,32.2,3.54444,12,70.6886,0,20.2
17/02/2016,36,3.54444,5.6,70.6886,0,19.2
18/02/2016,33.4,3.54444,7.2,70.6886,14.6,17.4
19/02/2016,33.4,3.54444,2,70.6886,0,20.2
20/02/2016,32.8,3.54444,3,70.6886,0,21.2
22/02/2016,31.2,3.54444,10,70.6886,1,20.6
23/02/2016,31.6,3.54444,1,70.6886,0,20.8
24/02/2016,28.4,3.54444,2,70.6886,0,20
25/02/2016,32.4,3.54444,2,70.6886,1,19
26/02/2016,32.8,3.54444,3,70.6886,6.4,19.8
27/02/2016,33,3.54444,7,70.6886,22,16.1138
29/02/2016,30.2,3.54444,4,70.6886,63,18
01/03/2016,30.8,3.54444,2,70.6886,18.6,17.8
02/03/2016,32,3.54444,1,70.6886,31.8,17
03/03/2016,29.6,3.54444,5,70.6886,0,18.2
04/03/2016,31,3.54444,10,70.6886,0,20
05/03/2016,29.8,3.54444,1.2,70.6886,0,20
06/03/2016,32.2,3.54444,1,70.6886,0,19
07/03/2016,32.2,3.54444,4.63943,70.6886,6,17.8
08/03/2016,33.2,3.54444,5,70.6886,70.5,19
09/03/2016,32.4,3.54444,2,70.6886,12,18.4
10/03/2016,31.4,3.54444,5,70.6886,7,19.2
11/03/2016,29.4,3.54444,2,70.6886,33,17.8
12/03/2016,31,3.54444,4,70.6886,29,18.8
14/03/2016,33.2,3.54444,5.2,70.6886,3,18.8
15/03/2016,28.8,3.54444,3.8,70.6886,0,19.8
16/03/2016,30.8,3.54444,1,70.6886,0,23.8
17/03/2016,33.4,3.54444,3.2,70.6886,1,20
18/03/2016,33.8,3.54444,4.8,70.6886,2.2,18.6
19/03/2016,35,3.54444,1,70.6886,0,18
21/03/2016,35.6,3.54444,5,70.6886,0,19
22/03/2016,35.2,3.54444,3,70.6886,35,17.6
23/03/2016,33.4,3.54444,3,70.6886,6,17.8
24/03/2016,32.4,3.54444,2,70.6886,0,19
25/03/2016,29,3.54444,5,70.6886,0,17.8
26/03/2016,32.6,3.54444,2,70.6886,0,20
28/03/2016,33.8,3.54444,14,70.6886,0,17.8
29/03/2016,33.2,3.54444,3,70.6886,0,21
30/03/2016,33.6,3.54444,5,70.6886,0,19
31/03/2016,34.8,3.54444,4.2,70.6886,1,19
01/04/2016,35.2,3.54444,2,70.6886,1,18
02/04/2016,35.4,3.54444,2,70.6886,0,18.2
04/04/2016,36.2,3.54444,4.63943,70.6886,0,17
05/04/2016,36.2,3.54444,5,70.6886,0,17
06/04/2016,35.6,3.54444,7,70.6886,0,19.6
07/04/2016,36,3.54444,3,70.6886,0,19.8
08/04/2016,35.8,3.54444,6,70.6886,0,18.4
09/04/2016,35.2,3.54444,7,70.6886,0,19
11/04/2016,36.4,3.54444,1,70.6886,0,21
12/04/2016,35.6,3.54444,8,70.6886,0,19
13/04/2016,35.4,3.54444,7,70.6886,0,19.6
14/04/2016,35.6,3.54444,10,70.6886,0,20.4
15/04/2016,36.6,3.54444,7,70.6886,0,18.2
16/04/2016,35.4,3.54444,9,70.6886,0,20.4
18/04/2016,35,3.54444,4.63943,70.6886,0,18.2
19/04/2016,34.8,3.54444,6,70.6886,0,17.4
20/04/2016,35.6,3.54444,6,70.6886,0,20.4
21/04/2016,35.8,3.54444,4.63943,70.6886,0,21
22/04/2016,35.6,3.54444,9,70.6886,0,21
23/04/2016,35.4,3.54444,6.4,70.6886,0,20.2
25/04/2016,36,3.54444,4.63943,70.6886,0,18.8
26/04/2016,29.4,3.54444,9,70.6886,0,18.8
27/04/2016,21,3.54444,0.8,70.6886,0,19.6
28/04/2016,25,3.54444,1.2,70.6886,0,20.2
29/04/2016,19,3.54444,2,70.6886,0,19.2
30/04/2016,25,3.54444,1.6,70.6886,0,19.8
02/05/2016,28.8,3.54444,4.63943,70.6886,0,19.2
03/05/2016,28.8,3.54444,4.1,70.6886,12.4,16
04/05/2016,31.2,3.54444,3,70.6886,42.8,8.4
05/05/2016,31,3.54444,7,70.6886,0,5.6
06/05/2016,32.6,3.54444,4,70.6886,4.8,8.6
07/05/2016,32.6,3.54444,2,70.6886,1.2,8.6
09/05/2016,33.2,3.54444,17,70.6886,0,10.2
10/05/2016,23.6,3.54444,6,70.6886,0,10.2
11/05/2016,26.6,3.54444,1,70.6886,0,12.4
12/05/2016,27.4,3.54444,2,70.6886,0,15.8
13/05/2016,27,3.54444,1,70.6886,0,15.6
14/05/2016,29,3.54444,3,70.6886,0,13
16/05/2016,30.8,3.54444,4.63943,70.6886,0,17.6
17/05/2016,26.8,3.54444,5,70.6886,0,14.4
18/05/2016,26.8,3.54444,0.6,81.75,6,12.8
19/05/2016,28.4,3.54444,2.2,85,0,15.2
20/05/2016,32.6,3.54444,2.2,71.75,7.4,14.8
21/05/2016,26.4,3.54444,4,94.75,0,12.2
22/05/2016,30.6,3.54444,1,83,12,16
23/05/2016,21.8,3.54444,4,81,1,16
24/05/2016,28.4,3.54444,2,71.25,0,12.8
25/05/2016,27.8,3.54444,3,73.5,0,13.8
26/05/2016,30.2,3.54444,3,67,0,14.6
27/05/2016,28.2,3.54444,4,74.5,23,16
28/05/2016,30,3.54444,3,64.5,1,14.2
29/05/2016,27,3.54444,4.5,98,0,11.2
30/05/2016,26.6,3.54444,0.5,86,0,6.4
31/05/2016,24.6,3.54444,6,90.75,0,8
01/06/2016,29,3.54444,2,86.25,0,10.8
02/06/2016,24.8,3.54444,7,95.75,0,14.8
03/06/2016,23.6,3.54444,0.8,96.25,0,11
04/06/2016,28.8,3.54444,0.2,86.5,14,12.6
05/06/2016,30.8,3.54444,2,82.25,6,10.8
06/06/2016,29.6,3.54444,2,75,17.6,13.4
07/06/2016,24.6,3.54444,3,97,0,14.8
08/06/2016,21.8,3.54444,0,83.25,30.2,14.8
